name,status
Unkasoft Advergaming,operating
Pyreg,operating
AccessSportsMedia.com,operating
NomNom Insights,closed
CaseHub,closed
Visiple,operating
GeekStatus,operating
PactSafe,closed
ChatterBlock,closed
Saset Healthcare,closed
Publification Ltd,operating
MPIRICA Health Analytics,operating
VisuMotion,operating
Infinisource,operating
WINGIT,closed
Centerline Biomedical,closed
Viropro,closed
Groupoff,operating
WWW.JSTJOBS.COM,operating
Kreeda Games,closed
Widevine Technologies,closed
OnCirc Diagnostics,closed
EMISPHERE TECHNOLOGIES,closed
Revolution Medicines,closed
Firsthand,operating
Allset,operating
Pillow,closed
IVFXPERT,closed
Republic Project,closed
Go2mobi,closed
Oxford Phamascience Group,operating
Wireless Tech,operating
RetiDiag,closed
obopay,closed
Navatek Alternative Energy Technologies,closed
AgileNano,operating
Actiwave,closed
CHARLES & COLVARD LTD,closed
ZupCat,operating
ClearContext,closed
Billabong International,closed
Collabco,closed
Spotware Systems / cTrader,operating
Shopgate,operating
Commonplace Ventures,closed
apiOmat,closed
eMithilaHaat,operating
Deskdoo.com,operating
Browz,operating
Optimizely,closed
IKKOS,closed
Flipkart,operating
TeleSign Corporation,closed
Boston Medical Center,closed
Carolina Mountain Harvest,closed
Harmony Information Systems,closed
Ginger Software,operating
Tactus Technology,closed
BioCurity,operating
StrongLoop,closed
Ceragon Networks,closed
Health and Wealth Property Mnagement,closed
PiniOn,closed
Stio,operating
Halalati,closed
Medisse,operating
Revel,closed
Karo Internet,closed
Neurio Technology,operating
Egodeus,operating
Awdio,closed
Union Optech,closed
ThruComm,operating
Sensa.io,closed
FLEX,closed
UmaChaka Media,closed
Frichti,operating
Peso,closed
XTuit Pharmaceuticals,closed
Yatrus Analytics,operating
Ehang,operating
Ads Click,closed
ASC Information Technology,operating
"Waygum, Inc.",operating
Dapt,closed
Techfoo,closed
Anturis,operating
Caster Ventures,closed
JK BioPharma Solutions,operating
UnLtdWorld,operating
Accelerated IO,closed
Demand Media,closed
RoomsTonite,closed
CitySwag,closed
MachineryLink,closed
Twitter,closed
EthicsGame,closed
R&V,closed
Foodtoeat,closed
MOgene,closed
N2 Broadband,closed
Human Demand,operating
3TIER,operating
YAZUO,closed
Rotation Medical,operating
Custopharm,operating
Mercari,operating
CareCentrix,operating
DonorsPlay,closed
Zympi,closed
PressMatrix,closed
Vrvana,operating
Zassi Medical Evolutions,operating
Delos,closed
Emirates Biodiesel,operating
EssentialMarkets Inc,operating
I Do Venues,operating
TheSedge.org,operating
Adaptix Ltd,operating
Maeglin Software,operating
Medicine in Practice,closed
"IOTAS, Inc.",operating
Zoom,closed
Duxter,closed
OnHand,closed
SinoTech Group,closed
Shipu,closed
Zynergy Projects & Services,closed
"Apptis, Inc",operating
GET IT Mobile,operating
ePACT Network,closed
Lemoptix,operating
Williamsburg Garment Company,operating
FanDistro,operating
Booksy,closed
Paperless Transaction Management,operating
BioPheresis,closed
Front Stream Payments,closed
Pellet-Art,closed
Sadbhav Infrastructure Projects,operating
Spendgo,operating
Sharely.Us,closed
mEgo,operating
Atlas Property Managment,closed
Casinity,closed
Grin Apps,closed
Sagent,operating
Novera Optics,operating
Athic Solutions,closed
Mobileye,closed
SaveOhno.org,operating
Tianjin GreenBio Materials,closed
MineralTree,closed
Titan Health & Security Technologies,closed
TrewCap,closed
Bridge International Academies,closed
P97 Networks,operating
Intellinote,closed
itravel,operating
Pango,closed
Local Motion,operating
CareParent,operating
mobalo GmbH,closed
Split Metrics,closed
Spotlight Surgical,closed
Keen Systems,closed
Divimove,closed
GameFly,closed
Bear State Technologies,closed
"ArgiNOx Phamaceuticals,Inc.",operating
SJS,closed
SPOTBY.COM,operating
Loccie,operating
StreetHawk,closed
Futuris.tk,closed
"SevOne, Inc.",closed
Clairvolex,closed
Definitive Healthcare,operating
AisleFinder,closed
EnerMotion,closed
SurePoint Medical,closed
BizBashFunding,operating
GigaTrust,closed
Magellan Spine Technologies,operating
Collectively,operating
Kidblog,closed
ReverbNation,operating
Level 5 Recycling,operating
YouLicense,operating
Ecinity,operating
Criers Podium,closed
Anomo,operating
As It Is,operating
Wriber,closed
iiMonde,operating
Aiotra,closed
Veristorm,operating
Farmivore,closed
ZeroPaper S/A,operating
Buzzd,closed
Deal Acceleration,operating
Cj Trik,operating
BlueSpace,closed
TellApart,closed
Coffee and Power,closed
Juvonex,operating
PeerReach,closed
Blaze.io,closed
eVropa,operating
Indigio,operating
Touchtown Inc.,operating
carpooling.com,operating
LiveAction,operating
Prime Focus,operating
UBIKOD,closed
Impel NeuroPharma,closed
Ontourcloud - touring app,operating
Fixy,closed
Style on Screen,operating
LibertyX,closed
Greentech Media,operating
Comsenz,closed
TrendU,closed
Styloosh,closed
Bioventus,operating
Stylr,closed
smartB,operating
Wellkeeper,operating
Perfocal,closed
TheBlogTV,closed
Tribogenics,operating
Modality,closed
Triogen Group,operating
weeSpring,operating
Videoflot,closed
Forest Chemical Group,closed
Graphite Software,closed
FounderSync,operating
Guzu,closed
LIBCAST,operating
Umweltech,operating
Infobitt,operating
Spartoo,closed
KONUX,operating
Kindred Prints,closed
CatchMe!,closed
Billetto,closed
zipMoney Payments,closed
Gumball,operating
Perspectum Diagnostics,closed
OMGPOP,closed
Naymit,operating
LooseHead Software,closed
Ikigünde.com,operating
Shanghai Electronic Certificate Authority Center,operating
Penn Truss Systems,closed
BRAIN,operating
MarketMuse,operating
TIM Group,closed
RELEASEIF,closed
DNA SEQ,closed
bookacoach,operating
Tikvah Therapeutics,closed
Stratasan,closed
Chumen Wenwen,closed
Findable.in,operating
Alea,operating
HemaSource,operating
Agorafy,closed
Small Act,operating
GeneNews,closed
Shakr Media,closed
Selphee,operating
Wise Connect,operating
Virtual Fairground,operating
Lift Labs,closed
Northwest Evaluation Association,operating
GeoVario,operating
Pushing Green,operating
Wellocities,closed
Akimbo Financial,closed
RECOMBINETICS,closed
Boxee,closed
tispr,closed
Telink,operating
Sekai Lab,closed
Broccol-e-games,operating
Unified Color,operating
Metric Medical Devices,operating
Intersperse,operating
Ziffi,operating
Recruitmax,operating
Fundraise.com,operating
Pandol Associates Marketing,closed
PubMatic,closed
Jooix,operating
Prestodiag,closed
The Earnest Research Company,closed
Between Digital,closed
Ritani,closed
Tagkast,operating
Foxtrot Code,closed
restorgenex corp,operating
netMedi,operating
Resonate Industries,closed
Dark Oasis Studios,closed
Six3,closed
Ebid.co.zw,closed
ResiModel,operating
Cemaphore Systems,closed
Enroute Systems,closed
Home Inventory S[pecialists,operating
Pathwright,operating
MIND C.T.I. Ltd,closed
Matt Pate,operating
Bountii,operating
disco volante,operating
Deskarma,closed
Evento,closed
HOTELbeat,operating
Axion BioSystems,closed
Gamaliel,closed
Aromyx,operating
Wannafun,operating
LiquidHub,operating
Yahoo!,operating
Zebra Medical Technologies,closed
SMT Rail Corp.,closed
Morningstar,operating
DuneNetworks,closed
Modria,operating
Migo.me,closed
Signal Patterns,closed
Shark Pond,closed
Favery,operating
Lanyon Meetings,operating
Progressive Beverages,closed
Serwis Prawa,operating
Treato,operating
ScreachTV,closed
Kitchon,closed
Atomicorp,operating
CleverAds,operating
World First,closed
CrossLoop,closed
DriveFactor,closed
Broker Better,closed
Avalon Global Solutions,operating
X1 Technologies,operating
Spika,closed
UA Tech Dev Foundation,closed
Evelo Therapeutics,operating
WindowsWear,closed
TinyLoot,closed
Osi Systems,closed
The Minerva Project,closed
Syzen Analytics,operating
Alpha Moda Lab,operating
Spaceport.io Inc.,operating
YuMingle,closed
AMP Credit Technologies,operating
Writer.ly,closed
Broadlane,operating
TuCreaz.com Application,operating
Mimosa,closed
Blooie,operating
Vendavo,operating
Garlik,closed
"ispace technologies, inc.",operating
Sporty.cz,operating
RevenueMax,closed
Coupofy,closed
Resolver,closed
Ampulse,closed
Survival Media,operating
Personal,closed
Chai Point,closed
Habiteo,operating
Everly,closed
PopJam,closed
MAG Interactive,closed
TeraOp Displays,operating
Siren Care IVS,closed
Ozura World,closed
Solaris Power Cells,closed
Cerora,closed
Playmaroo,closed
Roxro Pharma,closed
SphereUp,closed
Grameen Financial Services,operating
Lekan.com,operating
Warranty Life,closed
Inforgence Inc.,closed
Next Generation Dance,closed
Advanced Power Projects,operating
"Glimr, Inc.",operating
Art Circle,closed
Sportistic,closed
Coinalytics Co.,operating
Scilex Pharmaceuticals,closed
ArcadeMonk,closed
Letao,closed
Mid-America consulting Group,closed
Everyday Solutions,closed
Tripsourcing,operating
TimeLynes,operating
Nextwave Software,closed
ArtVenue,operating
Techpear,operating
Neovacs,closed
SourceDNA,operating
Liquid Scenarios,operating
The Interest Network,closed
CSRware,closed
OneTok,closed
Nerium Biotechnology,closed
Looxcie,operating
Performance Plants,closed
The Hut Group,operating
MK2Media,operating
Thirdlevel,closed
Upaid Systems,operating
Oso Technologies,closed
ROBOCOPP™,closed
"CollabRx, Inc.",operating
ABC Management,closed
igadget.asia,operating
Juhe.cn,operating
99Taxis,closed
Feedster,operating
Benissimo,operating
Del Taco,operating
Xalud Therapeutics,operating
CWR Mobility,operating
Apiphany,operating
iTwixie,operating
Conventus Orthopaedics,closed
Talenthouse,operating
Merlin Diamonds,operating
ArthroCAD,operating
iWABOO Inc.,operating
AirDefense,operating
Selexagen Therapeutics,closed
My Pick Box,closed
Lingvist,closed
Appstarter,closed
Praccel,operating
GiveMeTap,operating
Skavengr,operating
Pedestal Networks,closed
North Palm Beach County Surgery Center,operating
Ajubeo,operating
Tap My Back - Employee Recognition,closed
One Block Off the Grid (1BOG),closed
IdeaPaint,closed
ContainerShip,operating
EBOOKAPLACE,closed
BidFlyer,closed
Bilna,operating
Fetch Rewards,operating
AsicAhead,operating
DealBird,operating
VirtenSys,operating
Seedfuse,operating
V - Secure Technologies,operating
Aria Analytics,closed
Ynusitado Digital Marketing Intelligence,operating
Ringostat,closed
Envoy Therapeutics,operating
Head Held High,operating
Yoka,operating
iGov,closed
Book Buyback,closed
OneDoc,closed
FOVE,operating
Offsite Care Resources,operating
Texas Sustainable Energy Research Institute,closed
Bounce - Fixed Fare Cabs,closed
DieDe Die Development,closed
TeliApp,closed
GeoCities,closed
Rocket Network,operating
TimeBridge,closed
bop.fm,closed
Denty's,closed
Snapvine,operating
ArgonCredit,closed
Audaster,closed
Virtuix,closed
CloudGenix,operating
GoPago,operating
Klevu Oy,operating
Spotwave Wireless,closed
Virtela Technology Services,operating
Caringo,closed
"ZypMedia, Inc.",closed
Liquid Grids,operating
UHMA,operating
CatchTheEye,closed
eDabba,operating
NextCAT,operating
BioProcessors,operating
StARTinitiative,operating
Broadview Networks,operating
Spyryx Biosciences,closed
Liberty Builders of Texas,operating
Evident.io,operating
Acylin Therapeutics,closed
Retevo,closed
Kipo,operating
Druva,operating
Krowdpad,closed
Sunlight Financial,closed
Advanced Telecom Group,closed
SharesPost,closed
Knowledge Delivery Systems,closed
n2v Solutions,closed
Swappaholics,operating
Visibillity,closed
Viacor,operating
YPlan,operating
Black Diamond Productions,closed
IOD Incorporated,closed
HAL Knowledge Solutions,operating
Wealthfront,operating
Studiocracy,operating
Pride Media Group,closed
AVOS Cloud,closed
PolySuite,operating
FluGen,closed
Versant Online Solutions,operating
TiAssisto24,closed
g-Nostics,operating
Sino Credit Corporation,closed
Arisdyne Systems,closed
BiolineRx,operating
Clearbit,operating
Mosaic,closed
G2 Works,operating
Mately,operating
Eco Products,closed
ClearSky Technologies,closed
LiftMetrix,closed
Middle Kingdom Studios,closed
Xercise4less,operating
Ovizio,operating
S4E,operating
Clearwater Clinical Limited,closed
SlideBatch,closed
Cambridge Technology Reports,operating
Conformia Software,closed
Issue,operating
Tipalti,operating
GlucoVista,closed
Dromadaire.com,operating
Ranomics,operating
FeedMagnet,closed
1 Mainstream,operating
Lytmus,closed
iSoccer,operating
Slantrange,closed
Pins,operating
TRITTY Inc.,operating
Stone Medical Corporation,closed
CanopyBoulder,closed
VoxPop Network Corporation,operating
Hatch Inc.,operating
Sugarwish,closed
Xponent,closed
Reduse,operating
OrthoScan,operating
Poolami,closed
Sail Freight International,closed
Dolphinite,operating
Taykey,closed
sones,operating
Musistic,closed
Ver de Verdad,operating
Free Flow Power,closed
RocketClub,closed
Netviewer,operating
SitScape,closed
Globevestor,operating
GNEX,closed
"VOIS, Inc.",closed
GLG,operating
Paperlinks,closed
"Pace Tech, Inc.",closed
Ujogo,operating
ISKN,closed
Wide Open Spaces,operating
Mocavo,operating
Utrip,closed
U.S. TrailMaps,operating
Wilson Therapeutics,operating
SugarTrends,operating
GenNext Media,operating
ExaGrid Systems,closed
12cm,closed
Travani,operating
Fazland,closed
WebyClip,closed
Reasoning Global eApplications Ltd.,operating
Bauzaar,operating
Fixed - Parking Tickets,closed
Bnocular,closed
appsFreedom,operating
Accipiter Systems,operating
TeleCommunication Systems,operating
Mindwork Labs,operating
Horizontal Systems,closed
Conga,operating
G.ho.st,operating
Jdguanjia,operating
Nellix,closed
Petasense,closed
SparCode,closed
Collabera,operating
Sound2Light Productions,closed
Endomagnetics,closed
DropWise Technologies,operating
Musations,operating
Nova Lignum,closed
Sparkfly,operating
Vitargent,operating
Caliper Life Sciences,operating
Envoimoinscher,closed
Nyotron,operating
VuCOMP,operating
Vignyan Consultancy Services,operating
Fitz Lodge,operating
The Training Room (TTR),operating
AdWhirl,closed
ARAMOZ,closed
Path,closed
Broex.in,closed
WiMark Systems,closed
Asthmatx,closed
Peakos,closed
TOPSEC,closed
DiscoverCloud,closed
New Soda,operating
Cardiocore,closed
Organically Maid,closed
BorderJump,operating
Poplar Level Player's Plaza,closed
pickrset,operating
Astrum Software,operating
Nonabox,operating
Kingsoft,operating
GiftRocket,closed
Kinesense,closed
iFlexMe,closed
Listen Up,operating
Propeller Aerobotics,closed
IDEV Technologies,operating
CloudDock,operating
Shelfmint,closed
CamPlex,operating
Incuvo,operating
Blue Dolphin Textile,closed
Alnara Pharmaceuticals,operating
Notonthehighstreet,operating
eTax Credit Exchange,closed
dabanniu.com,closed
OrthoPediactrics,operating
Snip.ly,closed
RealBio Technology,closed
FanMiles,operating
8x8 Inc,closed
Four K Entertainment,closed
Picwing,operating
Ozsale,closed
Dexrex Gear,operating
Welzoo,operating
Lyncean Technologies,closed
XipLink,closed
Picplum,closed
Sport/Life,operating
Vaxin,operating
Elonics,operating
Zignal Labs,closed
BEETmobile,closed
Bastion Security Installations,closed
MicroVision,closed
Strategic Global Investments,operating
Syntaxin,closed
StartDate Labs,closed
Pandorama,closed
Salucro Healthcare Solutions,operating
Stretch,closed
Tripfactory,closed
250ok,closed
Skioo,operating
CardioInsight Technologies,closed
Propel Software,closed
Hoppit,closed
Thinking Screen Media,operating
Sub10 Systems,operating
Arcamed,closed
DropPoint North America,closed
Explorer.io,closed
Angella Joy,closed
cct Stegelitz GmbH,operating
Dole Tian,operating
ContentChecked,operating
dateIITians,closed
One Season,closed
RoofFY inc.,closed
Purchext,closed
Linkua,operating
AgileJ Limited,closed
mValent,closed
Stylus Media,operating
Plateno Hotel Group,operating
Resident Research,closed
Talent.io,closed
Casagem,closed
Nu-Tech Foods,operating
C1X,operating
Pythian,closed
Scent Trunk,operating
Nitronex,closed
Transmode Systems,operating
OpenFeint,operating
Advanced Telemetry,closed
SolveDirect Service Management,operating
Xdynia,closed
Refiral,closed
Sentient Mobile Inc.,closed
CSD E.P. Water Service,closed
Room in the Moon,operating
Rapid Mobile,closed
Formspring,closed
Macton Corporation,operating
Vasculox,operating
Fikra Design,closed
ProFundCom,operating
Stat.io,operating
Myfixpert,closed
Open Data Institute,operating
"Praized Media, Inc.",closed
Adea,closed
Xenoport,operating
AchieveIt,closed
Greenville Chamber,closed
SuperAwesome,operating
Teramind,closed
Citic Shenzhen,operating
Riff Digital Inc.,operating
New Travelcoo,closed
OptiWi-fi,closed
Dasher,closed
Olah-Viq Software Solutions,operating
Choice Sports Training,closed
Compass Engine,operating
Reko Global Water,operating
internetstores,operating
FAZUA,closed
Fareness,closed
Introji,closed
BIOeCON,closed
garbs,operating
EventRegist,operating
Ledbury,closed
Yodas,closed
Antarex Group,closed
yavalu,operating
Cellwize,closed
Momox,operating
Communities for Cause,closed
Kustom Codes,operating
Spreadsave,closed
Bliss,operating
Axial Healthcare,closed
Real Time Tomography,operating
Veniam,operating
Tykoon,closed
TurnTide,closed
Conztanz,operating
konoz,operating
Pianpian,operating
Reef Point Systems,operating
55tuan.com,operating
Cloudmeter,operating
Addapp,closed
opinions.h,operating
Relavance Software,operating
Sonus Networks,operating
Aurochs Brewing,operating
LiveRSVP,closed
GymRealm,operating
Goddard Labs,operating
UrbnDesignz,closed
Arris Networks,operating
FwdHealth,closed
Transformed Apparel,operating
UAV Navigation,operating
Kranem,closed
Meridian-IQ,operating
Tabtor,operating
Profilepasser,operating
TritonWear,operating
BCM Solutions,operating
Maxly,operating
Offpeak Games,closed
Spark IP,operating
Symbian Foundation,closed
The Good Ear Company,operating
Joule,operating
card.io,closed
Cloudcherry,closed
G-cluster,operating
AXADO,closed
Miniversum,closed
Paragon Software,operating
TALON THERAPEUTICS,closed
EnvoyWorldWide,closed
ecoATM,operating
Cinexio,closed
Green Man Gaming,closed
MESoft,operating
Insignia Technologies,operating
DIBS,operating
Transportation Group,closed
QStart Labs,closed
edupristine,operating
Kayse Wireless,operating
Plateau Systems,closed
Vanda Pharmaceuticals,operating
INWEBTURE Limited,closed
EUSA Pharma,operating
GridBridge,operating
HangIt,operating
OrionVM Wholesale Cloud Superstructure,operating
Smith Micro Software,closed
Thesan Pharmaceuticals,operating
Cloupia,operating
Privlo,operating
Edevate,closed
In/Spree,operating
Hutchison MediPharma,operating
Simpliday,closed
Pulsity,closed
sensation.io,closed
Wham City Lights,closed
RASILIENT SYSTEMS,closed
ThisData,operating
Vidyard,closed
Vanderbilt University Medical Center,operating
CloudFlare,operating
Novitas,operating
College Annex,operating
Vuzit,closed
Avraham Pharmaceuticals,operating
Skysheet,closed
NoviMedicine,closed
BlueLithium,operating
Naboomboo,closed
RURALTY International,closed
amSTATZ,operating
Hennessey Wellness,closed
InsideAxisâ„¢,closed
Vhall,operating
Devver,operating
Rubina Real Estate,closed
CrenT,operating
Innovesi Smart Solutions Oy,closed
Identify3D,operating
Freestyle Software,closed
Vivoom,operating
Biomedica Management,closed
Widemile,closed
DigiwinSoft,operating
RealLifeConnect,operating
Blossom Records,closed
Listiki,operating
I Just Shared,operating
Parents Journey,closed
Simplicita Software,operating
"Vayu, Inc.",operating
TeacherTube,closed
Silicon Wolves Computing Society,operating
Truist,operating
SoloLearn,closed
Kogeto,closed
Topera,operating
Moblize,closed
Huakang Mobile Health,closed
BookKeeping Express,operating
Zkey.com,closed
Zane Benefits,closed
RIVA,operating
Move In History,closed
Pharma 73,closed
Growl Media,operating
Bro4u.com,closed
Letsdecco,operating
"Verisma Systems, Inc.",closed
Orb Health,closed
Neon Labs,operating
CustomMade,closed
Together Clinic,operating
Magic Software Enterprises,operating
Bookmycab,closed
Aligo,operating
The Simple,operating
iClick Interactive Asia,closed
Edkimo,closed
GigsJam,operating
Forums,closed
Stubmatic,operating
Blogo,operating
Equigerminal,operating
Glycode,closed
Mixwit,operating
Jotvine.com,operating
ADexact Corp.,operating
Azure Power,closed
HealthLoop,operating
Anke,closed
Wickr Inc.,operating
Birdhouse for Autism,closed
The Frankfurt Group & Holdings,closed
Hyperwave,operating
Insurance Noodle,operating
Baike.com,closed
Aurora Spectral Technologies,operating
Graphene Energy,closed
SmartMenuCard,closed
Wowcracy,closed
Aviir,closed
1spire,operating
PRTI,operating
Firestorm Emergency Services,closed
Blune,closed
Prysm,closed
SpaceConnect,operating
Lithium Technologies,closed
Parcelninja,closed
Mango Electronics Design,operating
RentHome.ru,closed
FIXO,closed
Checkpoint Surgical,closed
US Drum Supply,operating
ThinkEco,operating
Xplr Software,operating
Quickflix,operating
MUViZi,closed
Mazkara,closed
International Biomass Group,closed
Bannerman Resources,closed
Autonomous Marine Systems,closed
Avenue Right,operating
Clipik,operating
Lighthouse Pools,operating
Stakeforce,operating
Ayogo Health,operating
Pressable,closed
TeleCuba Holdings,closed
Cyteir Therapeutics,operating
"eConscribi, Inc.",closed
Cloudo,operating
Suniva,closed
KTM Advance,closed
EnergySage,closed
Edicy,closed
Red Swoosh,operating
Hygeia Therapeutics,operating
Smava,operating
Sensum,operating
Bonovo Orthopedics,closed
Panaseer Limited,operating
Zakoopi,closed
rumr,closed
SkillSurvey,closed
txtr,closed
Kaleidoscope,operating
Noccela,closed
CreateTrips,closed
Transmex Systems International,closed
NUITEQ,closed
WhereInFair,closed
ComSense Technology,operating
Adial Pharmaceuticals,closed
Gluru,closed
OneTeamVisi,closed
Alacritude,operating
Edurio,closed
Integrated Ordering Systems,closed
ScanCam Industries,operating
Charmcastle Entertainment Ltd.,operating
IROA Technologies,operating
BluEarth Renewables,operating
PolicyStat,closed
ELAN Microelectronics,operating
Yellowstone Compact & Commodities,closed
Scoupon,closed
iCAN,operating
Shutterfly,closed
Lion Games,closed
LALALAB (ex Polagram),closed
Launchr,operating
DealerRater,closed
Appetas,closed
Food Niche,operating
BlockCypher,operating
Origin Digital,closed
Mondokio,closed
Socialance,closed
Futura Acorp,closed
Salutaris Medical Devices,closed
365 Retail Markets,closed
SQream Technologies,operating
Spritz,operating
MeeWee,closed
Picapica,operating
AppShed,closed
Blue Marble Materials,operating
Bardakovka,operating
Admira Cosmetics,operating
Jump On It,closed
Navigenics,operating
BusyLife Software,operating
Affirm,operating
MyCube,operating
Kyto GmbH,operating
"CodeGlide, S.A.",operating
Grassroots Unwired,operating
Drakk's Place,closed
Phanfare,operating
Philz Coffee,operating
Daalder,closed
Amplyx Pharmaceuticals,closed
Knewbi.com,operating
Benefitfocus,operating
ENERTIME,closed
Google,operating
Calient Technologies,operating
Command Information,operating
Like a Boss Games,closed
ZINIER,closed
Generaytor,operating
908 Devices,closed
Opargo,closed
Kudos Knowledge,operating
Tracy & Michael,operating
Candescent SoftBase,operating
AmmoCore Technology,operating
Vanilla Video,closed
Jacobs Rimell Limited,closed
Funetics,operating
Imalux Corporation,operating
EqualEyes,closed
Shanghai Woshi Cultural Transmission,closed
"Combat2Career (C2C, LLC)",operating
Celly,operating
Expanded.IO,closed
BookBottles,closed
Pocketlab,closed
Cube CleanTech,operating
TunePatrol,operating
Wyldfire,operating
Reputami GmbH,operating
Eurotechnology Japan,operating
Appefize,operating
AWS Electronics,operating
Communication Synergy Technologies,operating
AutoHouse Technologies,closed
Pervacio,closed
Petinsurancequotes.com,operating
tvCompass,operating
Vermont Energy,operating
FRINGE COSMETICS,operating
The Football Social Club,operating
"ivi, Inc.",closed
SpectraPhase,closed
Verivue,closed
ImmunoGen,operating
MyPronostic,operating
STRANDS,operating
Voxbright Technologies,operating
Revalesio,operating
Zafu,closed
Verastem,operating
Bask,operating
ISVWorld,operating
Euroffice,operating
Wiener Games,operating
Dandelion,closed
Buzzero,closed
AMW Foundation,closed
SideStripe,closed
Stilnest,operating
HALSCION,closed
Admaxim,operating
Inprentus,closed
Laguna Pharmaceuticals,closed
EvoMob,closed
Spunkmobile,operating
Orange Chef,closed
Alpine 4,operating
Incept,operating
shiroyagi corporation,operating
Xytis,closed
Ciapple,operating
KidoZen,operating
NextCapital,operating
Massive Interactive,closed
ZKYON,operating
Samsara,operating
Burst Online Entertainment,operating
FanFueled,closed
Simpler Networks,closed
Edge Financial Forecasting,closed
Fish Ball Technology,closed
GSI - GLOBAL SOCIAL INTELLIGENCE,operating
MongoDB,operating
Seven Lakes Technologies,closed
Nitinol Devices & Components,operating
DataLase,closed
City Chattr,closed
Every1Mobile,closed
HourVille,operating
GotIt!,closed
EdgeInova International,closed
atokore,operating
Recursive Labs,closed
MeetonVC,operating
Hotchalk,operating
SportSnax,operating
Advanced Animal Diagnostics,operating
YWire technologies,operating
Hyperoptic,closed
Wedding Reality,operating
Blownaway,closed
Limbo,closed
MGID,closed
Pliant Technology,closed
Mochila,closed
Kedzoh,closed
BioMARC,closed
TAXI5.pl,closed
Real Trends,closed
AndesFactory,closed
Wonolo,closed
Ablative Solutions,closed
POPAPP,closed
Vocation,operating
Yo-Fi Wellness,closed
Ma-papeterie,operating
Datran Media,closed
Ynvisible,operating
Listeggs,closed
Velvetcase,closed
TRONICS GROUP,operating
Alert Media,closed
FUELUP,operating
TaskSpotting Inc.,closed
YYoga,operating
Compositence,closed
Medaphis Physician Services Corporation,operating
Chatham Therapeutics,closed
Cellix Limited,operating
CORWIL Technology,closed
Zarbee's,operating
Neverfrost,closed
Fiddler's Brewing Company,closed
"Coversant, Inc.",closed
Ceannate,closed
Arteriocyte Medical Systems,closed
Dualvis.io,closed
SnapUp,operating
Netlog,closed
RF Arrays,closed
GeoLens,operating
Cretia's Creations,closed
Tank Top TV,operating
ByteShield,operating
Gibberin,closed
OneMove Technologies,closed
Heart Health,operating
Myhomepage Ltd.,operating
Eden Therapeutics,closed
Argyle Executive Forum,closed
FlyClip,closed
"Ebullient, Inc.",closed
Delta Plant Technologies,operating
Maily,operating
Stonegate Mortgage,operating
Kallikids,operating
Shaken,closed
Boss Controls,operating
eXlogue,closed
Vint On-demand Personal Training,closed
iLumin Software,operating
Assured Labor,operating
Zencoder,closed
Quantico Trends,closed
Shocking Technologies,closed
Koogame,closed
SureCash,operating
Wellbeats,closed
Cyfuse Biomedical,operating
Integrated Materials,operating
APX Group,operating
fitaborate,operating
Auditude,closed
1World Online,closed
Button,operating
MEG Energy,closed
Finco,closed
Persistent Efficiency,operating
BG Networking,operating
Clozette.co,operating
Map That,operating
Customapp,closed
AlphaStripe,operating
BlueMessaging,operating
AcceloWeb,operating
Days of Wonder,closed
Nxtfour,operating
Shift Network,operating
Palyon Medical,closed
CheckPass Business Solutions,operating
Micell Technologies,closed
ADAPTIX,closed
Itaconix,operating
Net Element,closed
YouDo.com,operating
ForeSee,operating
Interactive Convenience Electronics,closed
FieldLens,closed
Gaudena,operating
AirPR,operating
Vibrow,operating
Format Dynamics,operating
Invoxia,operating
Bee Networx (Astilbe),operating
Adeyoh,operating
Joinnus,operating
Westcrete,closed
Directed Medical Systems,closed
MotionSavvy,operating
CoreXchange,closed
Prizeo,operating
treekele,closed
The Cambridge Center For Medical & Veterinary Sciences,closed
Zilift,operating
Akamai Home Tech,operating
Playcast Media,operating
Thrive,closed
AquaMost,closed
UPower,operating
Strix Systems,closed
DataSynapse,closed
MapFlagged,operating
Atherotech Diagnostics Lab,operating
Tribesports,operating
TryTopic,closed
American Injury Attorney Group,closed
TelOptica,operating
Kenna,closed
Sanuthera,operating
IPMobileNet,operating
Smart Adventure,operating
Fastgen,operating
Urban Metrics,operating
Achievers,closed
Conquest,operating
Albiorex,operating
Offermatica,operating
Nomanini,operating
GrubMarket Inc,closed
Pythagoras Solar,operating
Guaana,operating
Vivid Restaurant Concepts,operating
Undagrid,closed
Travel and Learning Enterprises,closed
ZippyApp,closed
Application Craft,closed
StorkUp.com,closed
Innvotec Surgical,operating
Medinox,operating
Local Lift,operating
Lighting Retrofit International,closed
Craftsvilla,closed
knf Technologies,operating
Wise Velocity,operating
OfficeLeaseCenter.com,operating
Synosia Therapeutics,closed
Xianguo,operating
easy2map,closed
Kaboa,closed
eÇift,operating
Heart Buddy,closed
OQO,operating
Outplay Entertainment,closed
M.A. Transportation Services,closed
Metagenics,closed
SUB ONE TECHNOLOGY,operating
TripVerse,closed
BrightLocker,closed
Powers Device Technologies LLC.,closed
SurgeryEdu,closed
Bplats,closed
Hoffman Family Cellars,closed
Lysac Technologies,operating
Affinity Circles,operating
yetu,closed
Frontier MEA,operating
EurekaGGN,closed
Ophthonix,closed
eBioscience,operating
DERP Technologies,operating
I-Market,closed
Ooooby,closed
HOKO,operating
Oorja Fuel Cells,closed
Surf Air,closed
StepLeader,operating
Angel Medical Systems,closed
